census_tra,hournumber,shooting_count,robbery_count,assault_count
130100,19,1,5,2
130100,20,3,2,4
130100,21,3,7,2
130100,22,2,4,1
130100,23,5,4,5
130200,0,0,2,1
130200,1,0,0,1
130200,2,3,2,0
130200,3,2,2,1
130200,4,1,0,2
130200,5,0,1,0
130200,6,0,0,0
130200,7,1,1,0
130200,8,0,1,1
130200,9,0,1,1
130200,10,3,3,0
130200,11,0,1,2
130200,12,2,1,1
130200,13,1,3,2
130200,14,2,6,1
130200,15,1,2,1
130200,16,1,4,2
130200,17,0,4,2
130200,18,2,2,3
130200,19,0,3,1
130200,20,1,4,1
130200,21,2,3,0
130200,22,3,0,0
130200,23,2,0,2
130300,0,2,9,1
130300,1,3,5,2
130300,2,8,9,0
130300,3,1,5,3
130300,4,0,4,0
130300,5,0,2,1
130300,6,0,3,0
130300,7,0,1,0
130300,8,0,0,1
130300,9,0,1,1
130300,10,0,2,0
130300,11,0,2,4
130300,12,3,5,1
130300,13,0,4,0
130300,14,3,7,0
130300,15,0,4,1
130300,16,3,4,4
130300,17,2,7,1
130300,18,3,3,2
130300,19,1,11,8
130300,20,2,11,0
130300,21,4,7,3
130300,22,7,10,5
130300,23,2,7,5
130400,0,0,0,0
130400,1,0,0,0
130400,2,0,0,0
130400,3,0,0,0
130400,4,0,1,0
130400,5,0,0,0
130400,6,0,0,1
130400,7,0,0,2
130400,8,0,0,0
130400,9,0,0,0
130400,10,0,0,0
130400,11,0,2,0
130400,12,0,0,0
130400,13,0,0,0
130400,14,0,0,0
130400,15,0,1,0
130400,16,0,1,1
130400,17,0,0,0
130400,18,0,1,0
130400,19,0,0,0
130400,20,0,0,0
130400,21,1,0,0
130400,22,0,1,1
130400,23,2,1,0
130500,0,4,8,1
130500,1,2,8,2
130500,2,7,6,0
130500,3,5,5,1
130500,4,3,6,2
130500,5,2,4,0
130500,6,1,1,1
130500,7,1,0,0
130500,8,0,2,2
130500,9,2,6,0
130500,10,5,2,3
130500,11,1,6,4
130500,12,3,3,3
130500,13,1,3,3
130500,14,4,6,4
130500,15,4,9,0
130500,16,4,8,3
130500,17,3,9,2
130500,18,1,10,1
130500,19,1,7,3
130500,20,7,9,2
130500,21,3,3,5
130500,22,8,9,1
130500,23,7,5,6
140100,0,5,9,2
140100,1,5,12,2
140100,2,5,10,1
140100,3,11,7,2
140100,4,4,11,0
140100,5,2,5,1
140100,6,1,0,0
140100,7,1,2,1
140100,8,1,7,0
140100,9,1,3,1
140100,10,2,2,1
140100,11,1,5,1
140100,12,3,1,1
140100,13,3,4,3
140100,14,2,4,1
140100,15,4,1,6
140100,16,9,6,4
140100,17,4,3,1
140100,18,6,5,1
140100,19,5,10,2
140100,20,8,4,3
140100,21,3,7,6
140100,22,4,7,5
140100,23,7,11,7
140200,0,10,11,2
140200,1,7,13,3
140200,2,17,23,3
140200,3,11,19,2
140200,4,4,9,3
140200,5,1,10,1
140200,6,1,10,1
140200,7,6,0,2
140200,8,3,3,0
140200,9,1,3,4
140200,10,1,6,0
140200,11,1,6,0
140200,12,2,11,3
140200,13,3,3,2
140200,14,2,7,5
140200,15,3,14,0
140200,16,8,13,3
140200,17,5,12,3
140200,18,7,12,4
140200,19,4,14,2
140200,20,4,13,3
140200,21,5,13,8
140200,22,2,16,8
140200,23,8,13,2
140300,0,9,11,6
140300,1,16,19,2
140300,2,7,17,6
140300,3,3,11,1
140300,4,2,7,0
140300,5,2,5,1
140300,6,1,7,0
140300,7,1,0,1
140300,8,6,2,2
140300,9,2,2,2
140300,10,3,5,1
140300,11,0,7,4
140300,12,0,7,2
140300,13,2,12,5
140300,14,4,10,7
140300,15,10,10,4
140300,16,4,7,1
140300,17,9,6,8
140300,18,4,19,7
140300,19,13,13,6
140300,20,6,18,3
140300,21,14,16,7
140300,22,14,18,6
140300,23,9,16,5
140400,0,1,1,1
140400,1,1,6,4
140400,2,3,3,3
140400,3,2,5,3
140400,4,1,2,0
140400,5,1,1,0
140400,6,0,3,1
140400,7,0,1,0
140400,8,0,0,4
140400,9,1,4,1
140400,10,0,3,0
140400,11,1,5,0
140400,12,0,4,2
140400,13,0,1,2
140400,14,1,2,4
140400,15,2,6,0
140400,16,3,7,2
140400,17,0,3,2
140400,18,3,3,4
140400,19,3,5,2
140400,20,7,3,3
140400,21,2,7,2
140400,22,0,8,3
140400,23,1,3,2
140500,0,2,7,4
140500,1,2,5,0
140500,2,3,3,2
140500,3,3,2,1
140500,4,3,3,0
140500,5,1,1,0
140500,6,1,3,0
140500,7,0,1,0
140500,8,0,0,0
140500,9,0,4,1
140500,10,0,2,1
140500,11,1,5,1
140500,12,0,4,2
140500,13,0,3,2
140500,14,1,2,1
140500,15,1,5,0
140500,16,1,1,2
140500,17,2,6,1
140500,18,2,2,2
140500,19,2,0,2
140500,20,3,6,3
140500,21,1,8,5
140500,22,3,2,3
140500,23,2,6,0
140600,0,10,28,5
140600,1,19,17,4
140600,2,10,21,3
140600,3,10,13,4
140600,4,7,7,3
140600,5,4,9,3
140600,6,2,8,2
140600,7,0,2,0
140600,8,2,6,2
140600,9,2,10,1
140600,10,5,4,1
140600,11,1,8,5
140600,12,4,5,3
140600,13,1,12,5
140600,14,1,10,6
140600,15,4,10,4
140600,16,4,16,11
140600,17,10,12,4
140600,18,8,8,3
140600,19,12,26,7
140600,20,9,27,7
140600,21,8,26,9
140600,22,10,23,14
140600,23,12,19,8
140700,0,19,22,7
140700,1,24,28,5
140700,2,21,35,5
140700,3,12,17,9
140700,4,8,20,2
140700,5,1,14,2
140700,6,1,8,1
140700,7,3,11,3
140700,8,6,7,5
140700,9,3,6,3
140700,10,5,16,2
140700,11,5,10,5
140700,12,2,11,5
140700,13,4,22,11
140700,14,12,21,6
140700,15,10,12,11
140700,16,9,23,8
140700,17,10,19,9
140700,18,14,26,5
140700,19,6,23,8
140700,20,8,26,6
140700,21,12,19,16
140700,22,17,23,8
140700,23,13,30,13
140800,0,5,14,5
140800,1,15,15,4
140800,2,6,15,6
140800,3,8,7,0
140800,4,3,9,0
140800,5,4,8,1
140800,6,2,0,3
140800,7,0,2,1
140800,8,3,4,2
140800,9,2,4,0
140800,10,1,6,1
140800,11,5,9,4
140800,12,3,8,1
140800,13,0,9,3
140800,14,3,9,1
140800,15,1,8,3
140800,16,4,7,5
140800,17,6,5,3
140800,18,0,7,2
140800,19,3,13,4
140800,20,8,11,7
140800,21,4,27,2
140800,22,3,15,5
140800,23,14,18,3
150100,0,0,3,0
150100,1,0,1,0
150100,2,0,2,0
150100,3,0,1,0
150100,4,1,1,0
150100,5,0,0,1
150100,6,0,0,0
150100,7,0,0,0
150100,8,0,3,0
150100,9,1,1,0
150100,10,0,3,0
150100,11,0,1,0
150100,12,0,6,1
150100,13,1,0,1
150100,14,0,6,1
150100,15,1,4,3
150100,16,1,6,1
150100,17,0,2,3
150100,18,2,1,2
150100,19,1,6,1
150100,20,0,6,0
150100,21,4,7,3
150100,22,0,0,0
150100,23,0,1,0
150200,0,6,9,6
150200,1,5,10,9
150200,2,3,14,4
150200,3,3,6,1
150200,4,4,8,2
150200,5,5,6,0
150200,6,2,6,3
150200,7,1,4,3
150200,8,1,5,1
150200,9,0,11,1
150200,10,1,11,1
150200,11,2,7,1
150200,12,0,9,2
150200,13,3,10,8
150200,14,3,6,5
150200,15,3,8,9
150200,16,6,6,8
150200,17,5,7,6
150200,18,7,17,12
150200,19,6,15,5
150200,20,3,16,4
150200,21,4,20,6
150200,22,9,17,6
150200,23,6,11,11
150300,0,1,5,5
150300,1,3,5,3
150300,2,7,6,3
150300,3,3,13,0
150300,4,3,4,1
150300,5,1,3,1
150300,6,1,1,0
150300,7,0,0,2
150300,8,0,6,0
150300,9,1,5,2
150300,10,1,6,2
150300,11,0,7,4
150300,12,2,4,1
150300,13,1,6,6
150300,14,3,5,5
150300,15,0,9,5
150300,16,3,10,2
150300,17,5,7,5
150300,18,4,6,4
150300,19,2,13,8
150300,20,3,8,5
150300,21,4,17,5
150300,22,1,15,8
150300,23,7,7,3
150400,0,4,9,3
150400,1,2,2,1
150400,2,4,6,1
150400,3,2,3,1
150400,4,2,3,1
150400,5,0,4,1
150400,6,0,3,1
150400,7,1,2,2
150400,8,0,0,2
150400,9,1,1,0
150400,10,0,2,1
150400,11,0,5,2
150400,12,1,9,2
150400,13,2,4,1
150400,14,3,6,7
150400,15,2,9,3
150400,16,1,5,4
150400,17,2,4,6
150400,18,3,10,3
150400,19,2,9,1
150400,20,3,8,5
150400,21,8,16,11
150400,22,4,11,3
150400,23,0,13,3
150500,0,2,4,3
150500,1,2,7,3
150500,2,2,3,1
150500,3,2,4,2
150500,4,2,2,0
150500,5,2,1,1
150500,6,1,5,2
150500,7,0,1,0
150500,8,0,4,1
150500,9,0,3,1
150500,10,1,3,2
150500,11,0,3,4
150500,12,0,3,6
150500,13,2,0,8
150500,14,1,5,5
150500,15,4,2,5
150500,16,2,3,3
150500,17,2,5,1
150500,18,2,2,3
150500,19,0,5,6
150500,20,5,8,10
150500,21,1,14,4
150500,22,2,4,2
150500,23,0,5,7
150600,0,2,3,3
150600,1,4,5,1
150600,2,2,1,2
150600,3,1,3,0
150600,4,0,0,1
150600,5,1,1,0
150600,6,0,2,0
150600,7,1,1,0
150600,8,0,1,1
150600,9,0,0,0
150600,10,0,2,1
150600,11,0,4,1
150600,12,0,5,1
150600,13,0,4,1
150600,14,0,4,3
150600,15,1,4,2
150600,16,1,7,1
150600,17,2,2,3
150600,18,0,9,1
150600,19,4,9,4
150600,20,1,7,2
150600,21,1,6,2
150600,22,2,7,2
150600,23,2,4,2
150700,0,3,11,1
150700,1,2,10,1
150700,2,6,8,1
150700,3,1,3,1
150700,4,1,0,0
150700,5,1,4,0
150700,6,0,4,0
150700,7,0,1,0
150700,8,0,3,1
150700,9,0,0,4
150700,10,1,3,1
150700,11,0,2,2
150700,12,2,6,1
150700,13,1,2,2
150700,14,1,1,7
150700,15,2,2,1
150700,16,0,5,3
150700,17,2,3,4
150700,18,1,1,3
150700,19,2,2,3
150700,20,3,5,4
150700,21,1,6,5
150700,22,6,8,2
150700,23,2,6,4
150800,0,5,6,3
150800,1,5,6,2
150800,2,4,7,0
150800,3,2,7,1
150800,4,3,3,0
150800,5,0,1,0
150800,6,0,0,0
150800,7,0,1,1
150800,8,1,2,1
150800,9,1,5,0
150800,10,1,3,3
150800,11,1,2,2
150800,12,1,2,3
150800,13,2,4,1
150800,14,2,5,0
150800,15,3,6,4
150800,16,1,6,1
150800,17,0,4,1
150800,18,3,7,3
150800,19,2,10,4
150800,20,3,10,3
150800,21,8,5,4
150800,22,2,11,5
150800,23,2,4,6
150900,0,0,1,2
150900,1,1,1,0
150900,2,1,3,0
150900,3,2,2,0
150900,4,3,0,1
150900,5,0,3,2
150900,6,1,0,0
150900,7,2,1,1
150900,8,0,1,0
150900,9,0,2,0
150900,10,0,0,4
150900,11,1,1,0
150900,12,1,0,3
150900,13,0,2,3
150900,14,1,4,1
150900,15,2,5,3
150900,16,1,6,1
150900,17,1,2,2
150900,18,2,3,0
150900,19,2,4,1
150900,20,1,5,2
150900,21,0,2,1
150900,22,1,4,2
150900,23,0,3,3
151000,0,13,10,5
151000,1,6,23,5
151000,2,9,19,6
151000,3,3,10,0
151000,4,7,6,2
151000,5,2,2,2
151000,6,0,3,3
151000,7,1,5,3
151000,8,2,4,5
151000,9,3,6,3
151000,10,4,6,3
151000,11,0,12,3
151000,12,9,8,2
151000,13,5,11,3
151000,14,12,14,14
151000,15,7,8,10
151000,16,4,13,8
151000,17,7,10,7
151000,18,2,11,8
151000,19,5,12,7
151000,20,9,13,8
151000,21,9,24,8
151000,22,4,14,4
151000,23,11,17,11
151100,0,6,11,1
151100,1,7,10,0
151100,2,5,9,1
151100,3,2,5,2
151100,4,0,6,0
151100,5,1,2,1
151100,6,2,4,0
151100,7,0,1,1
151100,8,0,1,0
151100,9,0,6,0
151100,10,1,9,0
151100,11,0,7,2
151100,12,1,10,3
151100,13,0,8,1
151100,14,2,5,2
151100,15,3,9,3
151100,16,0,15,2
151100,17,4,13,5
151100,18,1,13,6
151100,19,3,29,6
151100,20,1,19,4
151100,21,3,16,5
151100,22,4,12,4
151100,23,2,19,7
151200,0,5,5,4
151200,1,4,5,0
151200,2,1,5,0
151200,3,2,6,3
151200,4,1,4,2
151200,5,1,3,0
151200,6,0,2,1
151200,7,0,3,0
151200,8,1,1,0
151200,9,0,2,1
151200,10,1,5,1
151200,11,1,5,1
151200,12,0,8,3
151200,13,1,5,0
151200,14,1,9,5
151200,15,4,13,3
151200,16,2,11,6
151200,17,2,13,2
151200,18,5,11,3
151200,19,2,13,2
151200,20,4,16,4
151200,21,3,9,1
151200,22,1,12,1
151200,23,3,9,0
160100,0,1,1,0
160100,1,1,5,1
160100,2,3,1,1
160100,3,2,3,1
160100,4,3,3,0
160100,5,0,2,0
160100,6,0,2,1
160100,7,0,1,0
160100,8,0,1,0
160100,9,0,2,0
160100,10,1,0,2
160100,11,0,3,1
160100,12,0,3,0
160100,13,0,4,1
160100,14,0,1,1
160100,15,0,5,1
160100,16,1,3,2
160100,17,1,3,1
160100,18,1,4,2
160100,19,1,6,3
160100,20,1,3,0
160100,21,2,10,0
160100,22,2,3,0
160100,23,4,4,3
160200,0,2,4,0
160200,1,4,5,2
160200,2,4,3,0
160200,3,2,5,1
160200,4,2,4,1
160200,5,1,3,1
160200,6,3,3,1
160200,7,0,1,1
160200,8,0,0,1
160200,9,0,0,0
160200,10,1,1,0
160200,11,1,1,0
160200,12,1,4,1
160200,13,0,1,2
160200,14,0,0,0
160200,15,1,2,1
160200,16,0,1,0
160200,17,2,4,2
160200,18,3,5,0
160200,19,0,1,1
160200,20,0,3,0
160200,21,1,5,2
160200,22,0,5,2
160200,23,2,2,1
160300,0,7,10,3
160300,1,5,6,3
160300,2,4,8,2
160300,3,4,11,3
160300,4,1,8,1
160300,5,1,3,0
160300,6,3,3,3
160300,7,1,2,0
160300,8,1,2,1
160300,9,1,2,2
160300,10,1,3,1
160300,11,2,6,3
160300,12,1,6,2
160300,13,1,3,3
160300,14,2,2,2
160300,15,1,6,2
160300,16,2,5,2
160300,17,1,1,1
160300,18,3,4,4
160300,19,2,11,2
160300,20,2,7,5
160300,21,6,10,4
160300,22,2,7,1
160300,23,3,8,1
160400,0,7,12,2
160400,1,7,10,2
160400,2,10,4,2
160400,3,1,12,4
160400,4,1,7,3
160400,5,1,4,2
160400,6,0,4,0
160400,7,0,1,1
160400,8,2,5,2
160400,9,1,5,1
160400,10,0,7,0
160400,11,1,5,2
160400,12,3,6,2
160400,13,2,8,4
160400,14,2,5,3
160400,15,3,4,3
160400,16,2,9,3
160400,17,3,13,2
160400,18,6,5,5
160400,19,3,3,8
160400,20,2,4,5
160400,21,6,7,5
160400,22,3,9,4
160400,23,3,10,4
160500,0,11,25,9
160500,1,23,27,6
160500,2,18,14,7
160500,3,6,14,1
160500,4,6,7,3
160500,5,5,7,3
160500,6,1,5,1
160500,7,0,2,0
160500,8,0,2,3
160500,9,2,8,2
160500,10,2,12,3
160500,11,5,9,1
160500,12,1,9,3
160500,13,1,5,6
160500,14,6,9,6
160500,15,10,12,7
160500,16,5,9,3
160500,17,5,9,3
160500,18,5,19,2
160500,19,9,17,5
160500,20,12,15,4
160500,21,16,19,6
160500,22,22,20,6
160500,23,9,15,6
160600,0,5,11,5
160600,1,6,14,2
160600,2,6,16,4
160600,3,10,9,5
160600,4,7,6,2
160600,5,1,6,0
160600,6,1,5,0
160600,7,1,1,2
160600,8,2,2,1
160600,9,3,5,0
160600,10,2,0,2
160600,11,3,2,5
160600,12,2,2,1
160600,13,1,4,2
160600,14,3,6,3
160600,15,3,7,4
160600,16,4,9,5
160600,17,3,5,10
160600,18,2,14,3
160600,19,7,8,3
160600,20,2,12,4
160600,21,6,16,6
160600,22,9,10,4
160600,23,7,12,7
160700,0,8,7,6
160700,1,6,5,3
160700,2,8,4,2
160700,3,3,7,0
160700,4,3,2,1
160700,5,1,6,2
160700,6,1,1,0
160700,7,2,4,1
160700,8,0,6,0
160700,9,0,2,1
160700,10,1,3,6
160700,11,4,3,1
160700,12,2,8,6
160700,13,4,6,2
160700,14,5,6,8
160700,15,5,8,3
160700,16,7,11,2
160700,17,4,6,5
160700,18,0,10,4
160700,19,8,11,5
160700,20,5,4,7
160700,21,5,5,8
160700,22,7,7,6
160700,23,8,7,4
160800,0,6,16,3
160800,1,2,9,4
160800,2,11,11,4
160800,3,5,8,2
160800,4,4,6,2
160800,5,2,6,2
160800,6,1,1,1
160800,7,0,2,2
160800,8,1,3,0
160800,9,1,5,2
160800,10,1,4,3
160800,11,1,3,1
160800,12,3,6,4
160800,13,2,9,4
160800,14,4,12,7
160800,15,2,8,6
160800,16,7,9,4
160800,17,6,5,4
160800,18,3,13,4
160800,19,3,9,10
160800,20,7,8,3
160800,21,8,13,6
160800,22,5,6,6
160800,23,7,13,10
160900,0,1,4,1
160900,1,3,5,0
160900,2,3,3,1
160900,3,1,5,0
160900,4,1,5,1
160900,5,4,1,1
160900,6,0,1,0
160900,7,0,4,1
160900,8,0,1,0
160900,9,2,1,1
160900,10,2,5,2
160900,11,2,3,2
160900,12,2,3,2
160900,13,2,9,2
160900,14,0,3,2
160900,15,2,13,1
160900,16,0,3,1
160900,17,0,4,1
160900,18,2,4,1
160900,19,0,3,0
160900,20,1,13,4
160900,21,2,3,5
160900,22,4,6,1
160900,23,2,5,3
161000,0,4,5,3
161000,1,5,3,2
161000,2,5,6,1
161000,3,4,3,1
161000,4,2,6,0
161000,5,1,3,0
161000,6,0,4,0
161000,7,0,0,0
161000,8,0,1,2
161000,9,1,1,1
161000,10,0,3,0
161000,11,0,1,2
161000,12,0,3,0
161000,13,1,5,3
161000,14,2,7,4
161000,15,2,2,3
161000,16,2,5,1
161000,17,0,2,0
161000,18,2,4,4
161000,19,2,4,1
161000,20,0,11,1
161000,21,3,4,3
161000,22,2,5,3
161000,23,2,5,1
161100,0,2,6,1
161100,1,3,1,0
161100,2,0,3,0
161100,3,0,1,0
161100,4,0,0,0
161100,5,1,1,0
161100,6,1,0,1
161100,7,1,5,1
161100,8,3,2,4
161100,9,2,1,0
161100,10,1,1,3
161100,11,1,0,2
161100,12,0,3,2
161100,13,1,2,3
161100,14,3,3,2
161100,15,9,4,3
161100,16,2,3,0
161100,17,1,3,1
161100,18,2,4,0
161100,19,0,1,0
161100,20,0,5,2
161100,21,1,3,0
161100,22,2,2,2
161100,23,1,7,2
161200,0,5,5,1
161200,1,5,5,1
161200,2,6,6,5
161200,3,3,2,4
161200,4,2,3,1
161200,5,1,2,0
161200,6,0,3,0
161200,7,1,4,1
161200,8,1,4,0
161200,9,1,2,1
161200,10,1,2,1
161200,11,0,2,0
161200,12,2,1,2
161200,13,1,5,2
161200,14,3,4,1
161200,15,6,3,6
161200,16,3,5,2
161200,17,3,6,4
161200,18,4,8,4
161200,19,2,4,4
161200,20,4,5,2
161200,21,5,7,4
161200,22,4,8,7
161200,23,2,7,2
161300,0,10,12,3
161300,1,7,17,4
161300,2,7,14,2
161300,3,4,7,1
161300,4,2,9,1
161300,5,1,6,1
161300,6,0,6,2
161300,7,1,8,2
161300,8,1,3,2
161300,9,0,4,2
161300,10,0,6,3
161300,11,0,15,4
161300,12,3,14,2
161300,13,5,7,3
161300,14,7,9,4
161300,15,7,13,7
161300,16,5,13,2
161300,17,1,12,5
161300,18,1,12,3
161300,19,7,24,5
161300,20,1,14,3
161300,21,3,16,4
161300,22,6,11,9
161300,23,4,12,4
170100,0,0,1,2
170100,1,1,1,0
170100,2,0,0,1
170100,3,1,0,0
170100,4,0,0,0
170100,5,0,0,0
170100,6,0,0,0
170100,7,0,0,0
170100,8,0,2,2
170100,9,0,1,1
170100,10,0,4,0
170100,11,0,2,0
170100,12,4,3,1
170100,13,0,4,1
170100,14,1,1,1
170100,15,1,5,2
170100,16,0,1,0
170100,17,1,3,2
170100,18,0,3,2
170100,19,0,4,1
170100,20,2,2,0
170100,21,0,1,0
170100,22,0,1,2
170100,23,0,0,1
170200,0,1,3,2
170200,1,5,0,0
170200,2,2,3,1
170200,3,1,1,1
170200,4,3,1,0
170200,5,0,1,0
170200,6,1,0,0
170200,7,0,0,0
170200,8,0,0,0
170200,9,1,1,2
170200,10,0,2,1
170200,11,1,0,0
170200,12,0,2,2
170200,13,1,3,1
170200,14,1,3,2
170200,15,0,1,2
170200,16,1,1,8
170200,17,3,2,3
170200,18,1,3,2
170200,19,0,6,3
170200,20,1,1,3
170200,21,2,9,4
170200,22,0,5,7
170200,23,1,7,3
170300,0,1,4,2
170300,1,3,3,2
170300,2,1,3,1
170300,3,1,5,0
170300,4,2,1,3
170300,5,0,0,0
170300,6,0,1,1
170300,7,0,2,0
170300,8,0,1,0
170300,9,3,3,1
170300,10,0,4,3
170300,11,0,4,3
170300,12,2,8,1
170300,13,0,2,2
170300,14,1,1,1
170300,15,1,4,3
170300,16,2,1,1
170300,17,1,3,3
170300,18,1,10,1
170300,19,3,5,3
170300,20,1,8,3
170300,21,3,4,3
170300,22,4,3,2
170300,23,1,6,3
170400,0,1,1,0
170400,1,1,0,0
170400,2,0,1,3
170400,3,0,2,3
170400,4,0,1,1
170400,5,0,0,1
170400,6,1,0,0
170400,7,0,0,0
170400,8,0,2,0
170400,9,1,2,0
170400,10,0,0,1
170400,11,1,1,1
170400,12,0,1,0
170400,13,1,4,0
170400,14,1,2,2
170400,15,0,3,6
170400,16,1,3,1
170400,17,2,2,5
170400,18,1,2,0
170400,19,1,8,2
170400,20,0,3,1
170400,21,2,6,1
170400,22,1,3,3
170400,23,1,1,1
170500,0,0,2,2
170500,1,1,0,3
170500,2,0,0,2
170500,3,0,0,2
170500,4,0,0,1
170500,5,0,1,1
170500,6,0,0,0
170500,7,0,0,0
170500,8,0,0,0
170500,9,0,0,0
170500,10,0,1,3
170500,11,1,0,1
170500,12,0,0,2
170500,13,0,2,1
170500,14,0,0,0
170500,15,1,0,2
170500,16,0,1,0
170500,17,1,1,1
170500,18,0,1,1
170500,19,0,2,1
170500,20,1,0,1
170500,21,0,5,3
170500,22,2,2,1
170500,23,1,1,1
170600,0,0,0,1
170600,1,0,1,0
170600,2,0,0,1
170600,3,2,1,0
170600,4,0,0,1
170600,5,0,0,0
170600,6,1,0,0
170600,7,0,0,0
170600,8,0,1,0
170600,9,0,1,0
170600,10,0,0,0
170600,11,0,0,0
170600,12,0,0,0
170600,13,0,1,0
170600,14,0,0,2
170600,15,1,1,1
170600,16,0,1,3
170600,17,1,0,0
170600,18,0,1,2
170600,19,2,5,1
170600,20,0,0,1
170600,21,0,0,0
170600,22,1,2,1
170600,23,0,0,1
170700,0,1,0,3
170700,1,0,0,0
170700,2,2,2,0
170700,3,0,2,0
170700,4,1,1,0
170700,5,0,0,0
170700,6,0,0,1
170700,7,0,0,0
170700,8,0,0,2
170700,9,0,0,1
170700,10,0,2,0
170700,11,0,1,0
170700,12,0,0,1
170700,13,1,0,1
170700,14,0,0,0
170700,15,0,2,0
170700,16,0,1,2
170700,17,2,2,0
170700,18,2,1,2
170700,19,1,2,0
170700,20,0,1,3
170700,21,0,2,0
170700,22,0,1,3
170700,23,0,1,0
170800,0,2,1,3
170800,1,1,5,0
170800,2,1,7,2
170800,3,0,1,1
170800,4,2,1,3
170800,5,0,0,1
170800,6,0,2,1
170800,7,0,0,1
170800,8,2,1,0
170800,9,0,2,1
170800,10,0,2,0
170800,11,0,1,1
170800,12,0,3,0
170800,13,1,1,0
170800,14,0,1,1
170800,15,0,0,2
170800,16,1,1,2
170800,17,0,3,1
170800,18,1,1,0
170800,19,0,3,8
170800,20,6,3,2
170800,21,1,3,4
170800,22,0,2,4
170800,23,2,0,4
170900,0,0,0,0
170900,1,3,0,0
170900,2,1,0,0
170900,3,1,0,1
170900,4,0,1,0
170900,5,2,0,0
170900,6,0,0,0
170900,7,0,0,0
170900,8,0,1,0
170900,9,1,0,0
170900,10,0,2,0
170900,11,1,1,0
170900,12,0,1,0
170900,13,0,6,3
170900,14,0,1,0
170900,15,0,0,1
170900,16,1,2,1
170900,17,1,0,0
170900,18,1,1,2
170900,19,1,1,1
170900,20,0,1,1
170900,21,0,3,2
170900,22,0,1,3
170900,23,0,3,0
171000,0,5,11,4
171000,1,4,11,5
171000,2,3,6,0
171000,3,2,8,2
171000,4,0,2,0
171000,5,1,3,0
171000,6,2,2,0
171000,7,0,1,1
171000,8,0,2,0
171000,9,0,1,0
171000,10,3,3,2
171000,11,0,7,0
171000,12,2,4,4
171000,13,0,9,2
171000,14,2,11,4
171000,15,3,3,0
171000,16,0,6,2
171000,17,3,8,7
171000,18,2,12,1
171000,19,2,9,9
171000,20,8,10,6
171000,21,5,14,4
171000,22,5,8,5
171000,23,1,14,3
171100,0,1,2,0
171100,1,4,6,1
171100,2,1,1,1
171100,3,0,5,0
171100,4,1,2,0
171100,5,1,3,1
171100,6,1,2,1
171100,7,0,1,0
171100,8,0,1,0
171100,9,0,2,0
171100,10,0,2,0
171100,11,0,3,2
171100,12,1,3,1
171100,13,1,3,0
171100,14,0,1,3
171100,15,1,9,5
171100,16,1,1,0
171100,17,2,1,1
171100,18,2,6,1
171100,19,1,5,3
171100,20,1,5,7
171100,21,1,5,3
171100,22,1,9,3
171100,23,1,7,0
180100,0,2,7,2
180100,1,4,6,4
180100,2,5,6,3
180100,3,3,7,1
180100,4,0,4,1
180100,5,1,0,0
180100,6,0,1,3
180100,7,1,1,0
180100,8,3,1,2
180100,9,0,1,2
180100,10,1,2,1
180100,11,4,1,2
180100,12,0,4,3
180100,13,2,3,2
180100,14,5,4,3
180100,15,2,9,4
180100,16,3,1,3
180100,17,1,8,6
180100,18,6,12,4
180100,19,1,11,5
180100,20,5,7,6
180100,21,2,6,6
180100,22,1,13,7
180100,23,2,4,3
180200,0,2,6,3
180200,1,10,9,2
180200,2,3,9,4
180200,3,3,1,1
180200,4,4,2,1
180200,5,1,6,0
180200,6,0,4,1
180200,7,0,1,1
180200,8,2,3,2
180200,9,0,3,3
180200,10,1,4,3
180200,11,2,4,2
180200,12,1,1,3
180200,13,3,4,4
180200,14,2,6,3
180200,15,2,6,3
180200,16,8,4,10
180200,17,1,9,6
180200,18,5,6,5
180200,19,2,6,5
180200,20,5,9,4
180200,21,6,14,7
180200,22,3,10,4
180200,23,4,10,1
180300,0,3,3,1
180300,1,1,4,0
180300,2,0,3,0
180300,3,0,0,1
180300,4,0,3,0
180300,5,3,0,0
180300,6,0,1,0
180300,7,0,0,0
180300,8,0,1,0
180300,9,0,0,0
180300,10,2,0,1
180300,11,0,1,0
180300,12,1,0,0
180300,13,0,1,0
180300,14,1,3,0
180300,15,0,0,0
180300,16,0,2,1
180300,17,0,2,0
180300,18,1,0,1
180300,19,1,2,2
180300,20,2,2,0
180300,21,0,4,2
180300,22,0,4,0
180300,23,1,3,0
190100,0,6,4,1
190100,1,6,3,2
190100,2,1,5,2
190100,3,5,6,1
190100,4,4,3,3
190100,5,0,3,1
190100,6,1,4,0
190100,7,2,3,0
190100,8,1,4,1
190100,9,0,3,1
190100,10,0,8,3
190100,11,1,10,0
190100,12,2,5,4
190100,13,3,4,1
190100,14,3,7,4
190100,15,2,2,6
190100,16,2,3,4
190100,17,4,8,1
190100,18,2,9,4
190100,19,4,3,0
190100,20,2,8,1
190100,21,6,9,4
190100,22,7,5,1
190100,23,6,10,2
190200,0,4,8,4
190200,1,6,13,1
190200,2,8,9,3
190200,3,4,10,1
190200,4,5,9,3
190200,5,1,9,0
190200,6,1,4,0
190200,7,4,3,1
190200,8,1,6,2
190200,9,2,7,3
190200,10,3,4,2
190200,11,0,9,4
190200,12,1,14,5
190200,13,7,13,10
190200,14,10,21,9
190200,15,12,19,10
190200,16,6,16,11
